number	title	pageid	namespace	length	touched
60119	Samuel_S._Snyder	11861829		5399	20210721045659
60120	C++/WinRT	11861896		1436	20230402193430
60121	Final_Fantasy_Crystal_Chronicles_Remastered_Edition	11862020		273	20210721082317
60122	The_King_of_Fighters_(Film)	11862025		2945	20220219072525
60123	Final_Fantasy_Crystal_Chronicles_(Computerspiel)	11862035		271	20220108203003
60124	Ann_Katharine_Mitchell	11862094		5848	20220107145051
60125	Sam_Altman	11862197		7442	20230528171723
60126	Schwerter_des_Königs_–_Zwei_Welten	11862249		3093	20210801075837
60127	Schwerter_des_Königs_–_Die_letzte_Mission	11862250		2827	20230613025000
60128	Risks	11862919		1785	20220905185343
60129	Fear_Street_(Filmtrilogie)	11862946		8186	20230505172943
60130	Sümeyra_Kaya	11862993		6229	20221003143739
60131	Human:_Fall_Flat	11863014		5957	20230820203019
60132	Pokémon_Unite	11863025		8956	20230704170522
60133	Dragon’s_Crown_Pro	11863164		166	20210721145728
60134	AlRawabi_School_for_Girls	11863166		6482	20221218062004
60135	Howard_Campaigne	11863184		6820	20220121162402
60136	Doodle_Jump_Journey	11863317		134	20211228162821
60137	Doodle_Jump_Adventures	11863320		135	20211228162819
60138	Doodle_Jump_for_Kinect	11863331		93	20210721182645
60139	Fade_to_Black_(Computerspiel)	11863590		4235	20230222200318
60140	Age_of_Empires_II_Deluxe_Mobile	11863905		131	20221206112509
60141	MIR-Sat_1	11863977		3394	20220424060246
60142	Mario_(Computerspielfigur)	11864050		30034	20230822075525
60143	Besos_al_aire:_Küssen_verboten	11864233		9566	20230311101555
60144	Pixlr	11864741		5233	20230726183006
60145	Tim_Hendrik_Walter	11864877		9582	20230830083521
60146	Marlin_(Software)	11864922		7629	20230910132347
60147	SpongeBob_Schwammkopf_–_Der_gelbe_Rächer	11864931		233	20220103125747
60148	Internet_Sacred_Text_Archive	11864932		2466	20210725084117
60149	SpongeBob_Schwammkopf_–_Die_Kreatur_aus_der_Krossen_Krabbe	11864933		344	20220103130106
60150	SpongeBob_&_seine_Freunde_–_Die_Macht_des_Schleims	11864938		180	20210723113606
60151	SpongeBob_Schwammkopf_–_Volle_Kanne_Vollgas	11864939		180	20210723113740
60152	Aphrodite_(Täuschkörper)	11865008		4121	20230516112256
60153	Funkmesstäuschungsgerät	11865023		1806	20230825140233
60154	The_House_in_Fata_Morgana	11865043		8510	20230808203648
60155	Peter_Rehberg	11865084		4390	20210726101611
60156	Hans-Peter_Meinzer	11865333		5856	20230827131654
60157	MayTree	11865355		4978	20230107000746
60158	Zomato	11865426		5927	20230515210345
60159	Paytm	11865485		6244	20230302210150
60160	Das_Boot_(Lied)	11865487		12969	20230422122358
60161	Paul_Cuisset	11865839		4125	20210727144849
60162	Blood_Red_Sky	11865909		10721	20230428012805
60163	Perfect_Dark_(Computerspiel)	11866010		9888	20230525211457
60164	The_Witcher:_Monster_Slayer	11866953		6421	20230707164322
60165	GoldenEye_007_Reloaded	11867109		267	20221008114901
60166	Korfu_(Gerät)	11867167		5053	20210814090823
60167	Radarwarngerät	11867206	Category	86	20210725152249
60168	CNAME-Cloaking	11867434		14501	20230622210704
60169	Super_Mario_Advance_(Computerspiel)	11867565		265	20220108211349
60170	Madagascar_2_(Computerspiel)	11867606		158	20220114214517
60171	Khaby_Lame	11867637		8973	20230626214020
60172	Zypern_(Gerät)	11867769		7148	20210810083742
60173	Masters_of_the_Universe_–_Revelation	11867862		23928	20230906190309
60174	Deutsches_Rettungsrobotik-Zentrum	11867947		134	20221206235626
60175	MzMLb	11868057		1376	20210727173510
60176	Metro_Redux	11868427		316	20221130001928
60177	Metro_2033_Redux	11868429		378	20221130002711
60178	Metro:_Last_Light_Redux	11868430		370	20221130002831
60179	Der_Dino-Planet	11868652		13382	20230906100845
60180	D-GISS	11868737		4785	20230617153151
60181	Vigor_(Computerspiel)	11868854		4402	20230613171530
60182	Age_of_Empires_III:_Definitive_Edition_–_The_African_Royals	11868858		105	20220102210441
60183	Age_of_Empires_III:_Definitive_Edition_–_United_States_Civilization	11868860		105	20220102210358
60184	World_of_Tanks:_Blitz	11868957		274	20211228191223
60185	Borkum_(Gerät)	11869067		5439	20210729104649
60186	MzDB	11869119		1660	20210727140530
60187	Mr._Sunshine_(Fernsehserie,_2018)	11869176		11620	20230208115811
60188	Die_Reise_der_Dinosaurier_–_Flucht_aus_dem_Eis	11869686		9112	20221223141125
60189	Playdate	11869690		16161	20230309104647
60190	Tunis_(Gerät)	11870154		11796	20230713065505
60191	Carlo_Palad	11870559		9255	20230128093909
60192	C4_model	11870560		5124	20221031170803
60193	Dilili_in_Paris	11870583		5342	20230419161042
60194	Der_Ursprung_des_Lebens	11870661		10525	20211128184143
60195	GamerLegion	11870896		14216	20230531010620
60196	Arthur_O._Bauer	11871000		6506	20210808142018
60197	Sex/Life	11871037		7266	20230715212123
60198	Abacus_Research	11871326		10616	20230605094212
60199	Marc_Raibert	11871388		3820	20220321150310
60200	Projection:_First_Light	11871451		4064	20230705133532
60201	Blowfish_Studios	11871489		133	20210803161642
60202	Company_of_Heroes_(Film)	11871787		3262	20230803191810
60203	My_Head_&_My_Heart	11871980		5241	20230528170027
60204	Athos_(Gerät)	11872050		5981	20210802043538
60205	Yukino_Yukinoshita	11872098		9864	20230528180401
60206	Werkseinstellung	11872654		3415	20220810045223
60207	SafeVac_2.0	11872802		3312	20211028065710
60208	SafeVac_1.0	11872823		1241	20211028071854
60209	Firemonkeys_Studios	11872828		6762	20211221213420
60210	Dennis_Wolter	11872902		534	20220107232159
60211	Zombie_Massacre	11872927		4831	20220303124844
60212	Kurtis_Ling	11873136		9009	20230226040344
60213	Yui_Yuigahama	11873345		8321	20230910115736
60214	Chessable_Masters_2021	11873428		8863	20210901051217
60215	Giganten_der_Urzeit	11873739		18310	20220706200718
60216	Amtliche_Schulverwaltung	11873914		7308	20230608215334
60217	Trine_4:_The_Nightmare_Prince	11874229		333	20230101104310
60218	Trine_3:_The_Artifacts_of_Power	11874235		324	20230101104245
60219	Trine:_Enchanted_Edition	11874238		292	20211208171008
60220	Sabine_Süsstrunk	11874485		4461	20230618002409
60221	Leros_(Gerät)	11874527		2624	20210802051210
60222	Dungeon_Defenders	11874827		12135	20230319100225
60223	ChinaJoy	11875054		1491	20230306175951
60224	D.P.	11875363		10210	20230831115431
60225	LamaH	11875399		5854	20221018230254
60226	Colette_Rolland	11875547		9577	20221019075600
60227	Neobank	11876200		11550	20230422031929
60228	UCSB_Cylinder_Audio_Archive	11876216		2112	20221221011235
60229	Maroun_Merhej	11876391		7718	20230329001217
60230	Dungeon_Defenders:_Awakened	11876487		333	20211208173621
60231	Dungeon_Defenders_II	11876490		327	20211228150815
60232	Dungeon_Defenders:_First_Wave	11876495		226	20210803150309
60233	Dungeon_Defenders:_Second_Wave	11876498		226	20210803150348
60234	E-Sportler_(Libanon)	11876583	Category	76	20210803161536
60235	E-Sportler_(Philippinen)	11876585	Category	84	20210803161631
60236	Apache_TomEE	11876708		14103	20230821075506
60237	ProSiebenSat.1_UHD	11877274		4415	20230414215743
60238	Tim_Lehmann	11877311		90	20210804132944
60239	Zombie_Massacre_2:_Reich_of_the_Dead	11877402		3107	20220505191644
60240	Appian_Corporation	11877427		9123	20230824191810
60241	Receiver_2	11877897		226	20210816133839
60242	Metroid_Dread	11877943		9903	20230704100855
60243	Full_Disclosure_(IT-Sicherheit)	11877985		3371	20210913094848
60244	Amer_al-Barkawi	11878029		9008	20221103184758
60245	Cocaine_Cowboys:_Die_Könige_von_Miami	11878107		5854	20221230074920
60246	Liste_der_fachlichen_Nachschlagewerke_für_die_Gemeinsame_Normdatei	11878508		9917	20230624125613
60247	Oooooooohhh..._On_the_Video_Tip	11879026		187	20210806084645
60248	Bio7	11879213		2199	20230507161043
60249	Hu_Liangzhi	11879472		9604	20230605052607
60250	Hyperium_Records	11879667		2450	20230228091016
60251	Ryan_Dahl	11879941		14862	20230824085542
60252	European_Blockchain_Partnership	11879980		1245	20210807161747
60253	Christian_Asbach	11879990		4053	20230728071324
60254	Şeyda_Kurt	11880126		12131	20230716153213
60255	Spotify_Greenroom	11880147		5022	20211008131232
60256	Chainlink	11880210		4507	20230628172342
60257	Artour_Babaev	11880225		9676	20230225203429
60258	Responsible_Disclosure_(IT-Sicherheit)	11880573		4397	20230908005336
60259	Adult_Swim_Games	11880686		9082	20230902213238
60260	Drive_(Clean-Bandit-und-Topic-Lied)	11880769		13074	20230719092205
60261	Sender_Diedrichshagen	11880780		3872	20220528185808
60262	E-Sportler_(Jordanien)	11880878	Category	80	20210808061052
60263	Spotify	11880880	Category	70	20210808061351
60264	Datenschutz-Skandal	11880977	Category	55	20210809063940
60265	Rehbock_(Gerät)	11881009		6181	20210809120034
60266	Funkzielgerät	11881011		238	20210808125455
60267	Getir	11881069		5512	20230901115124
60268	Cinderella_(2021)	11881353		11907	20220812112716
60269	Diablo_II:_Resurrected	11881510		9297	20221025074342
60270	Diamonds_&_Dancefloors	11881805		6729	20230904161224
60271	Dark_Mode	11882021		10893	20230816120322
60272	Jurassic_World_Alive	11882188		7356	20230910231407
60273	Doug_Bowser	11882211		2716	20230723032306
60274	Lilith_Wittmann	11882281		13256	20230729182229
60275	Funk-Sende-Empfangsgerät	11882346		1983	20211218084156
60276	Yamauchi_Sekiryō	11882543		2689	20221031215254
60277	Jazzpunk	11882552		8658	20220714005056
60278	Andreas_Nielsen_(E-Sportler)	11882593		7670	20210809191006
60279	Alice_Shields	11882704		6808	20230607151744
60280	Sender_Hardtberg	11882800		1277	20230110055402
60281	David_Doak	11883061		5796	20221021183234
60282	Bolt_(Unternehmen)	11883196		8114	20230831151054
60283	The_Witcher:_Nightmare_of_the_Wolf	11883204		11972	20230124112257
60284	Spy_Kids:_Auf_wichtiger_Mission	11883362		11781	20220429231219
60285	BeTV	11883401		4554	20210810214506
60286	Theta_(Kryptowährung)	11883500		11590	20210815134242
60287	Topias_Taavitsainen	11883678		6982	20230318025254
60288	Resort_to_Love	11883699		2510	20220716181215
60289	Widevine	11883868		13239	20230824085625
60290	Open_Source_Software_Image_Map	11883950		1897	20221111081007
60291	Liste_der_Age-of-Empires-II-Turniere	11883969		18381	20230828140055
60292	Abner_(Computer)	11884012		7546	20210827123354
60293	Star_Stable	11884482		4385	20230621131101
60294	Samsung_Galaxy_Z_Fold3	11884539		4744	20230819073730
60295	Sébastien_Debs	11884542		9691	20220530050609
60296	Wie_man_Weihnachten_verhunzt:_Die_Hochzeit	11884603		10514	20221010132020
60297	Mike_Hoge	11884728		4684	20230803164740
60298	Proof_of_Space	11884788		6652	20220819091306
60299	Vivo_–_Voller_Leben	11884816		4854	20230505195709
60300	Age_of_Empires_II:_Definitive_Edition_–_Dawn_of_the_Dukes	11884902		143	20221206113113
60301	Age_of_Empires_II:_Definitive_Edition_–_Lords_of_the_West	11884903		144	20221206113545
60302	Paw_Patrol_–_Der_Kinofilm	11884914		6991	20230615035155
60303	Samsung_Galaxy_Z_Flip3	11885137		5004	20230905233934
60304	Solo_(Computer)	11885417		4270	20210812141750
60305	Uwe_Vigenschow	11885520		3101	20210916084713
60306	Unity_of_Command_II	11886102		25244	20230522121356
60307	Tincon	11886211		25105	20230612094536
60308	Harvest_Moon_3D:_A_New_Beginning	11886330		251	20221117103007
60309	Story_of_Seasons_(Computerspiel)	11886336		202	20220103195505
60310	Story_of_Seasons:_Trio_of_Towns	11886345		3822	20230507172251
60311	Story_of_Seasons:_Friends_of_Mineral_Town	11886353		8766	20230411101458
60312	Harvest_Moon:_Hero_of_Leaf_Valley	11886366		235	20220103194902
60313	Harvest_Moon:_Baum_der_Stille	11886371		205	20220114214741
60314	Funkmessstörsender	11886516		6234	20221023110542
60315	Roderich_(Gerät)	11886517		3633	20210820072127
60316	Karl_(Funkgerät)	11886561		3197	20210820072110
60317	Die_Waldtruppe	11886655		9715	20230701102446
60318	Olga_(Gerät)	11886847		5277	20210820072053
60319	Olé_Olé	11886967		21995	20220325211209
60320	Operation_Corona	11887120		3699	20221127193512
60321	Feren_OS	11887274		3116	20221004152712
60322	Cloud_Making_Machine	11887400		3479	20221111183839
60323	Iwan_Iwanow_(E-Sportler)	11887402		7892	20230408183335
60324	Centaurworld	11887432		10673	20230112125926
60325	Tinsel	11887606		3833	20210818145805
60326	Slant_Magazine	11887987		6606	20230110205610
60327	R1155	11888084		3647	20210815152436
60328	T1154	11888122		2081	20210821095130
60329	Plessey	11888634		6708	20221108201849
60330	The_House_in_Fata_Morgana:_Dreams_of_the_Revenants_Edition	11889017		188	20221028154919
60331	EKCO	11889065		4971	20221108202017
60332	Eric_Kirkham_Cole	11889074		540	20210824075603
60333	ElDiario.es	11889076		2953	20221126193849
60334	Sysop	11889077		2873	20210818104232
60335	King’s_Bounty_II	11889097		4964	20230709061820
60336	Radio-Museum_Linsengericht	11889375		3077	20230826115153
60337	Schmigadoon!	11889458		34714	20230608090606
60338	Abortive_Gasp	11889496		3834	20220421092043
60339	Pye_Ltd	11889587		5878	20221108202106
60340	E-Sportler_(Bulgarien)	11889620	Category	88	20210817065225
60341	Nakdcom	11890177		8940	20230829095300
60342	Mháire_Stritter	11890318		5548	20230315080255
60343	TheoTown	11890727		8057	20230820215851
60344	It_Takes_Two_(Computerspiel)	11890802		10980	20230222183228
60345	Das_Haus_(2021)	11891724		8983	20230804155353
60346	Monster_bei_der_Arbeit	11892160		7329	20230910184841
60347	Aimchess_US_Rapid	11892241		9888	20210905172702
60348	Prabook	11892307		5343	20230414112147
60349	McCartney_3,2,1	11893160		5083	20220430002107
60350	Online-Schacholympiade_2021	11893615		40393	20230601073753
60351	Girlsplaining	11893733		14457	20220508231223
60352	Lugaru	11893817		5159	20230304131850
60353	Sonic_Colours:_Ultimate	11894070		395	20221012124403
60354	Richtfunksammler_Wolfsheim	11894112		1501	20221101202352
60355	The_Delta_Mode	11894234		4674	20211111082745
60356	American_Army_Bombe	11894577		5608	20210822193956
60357	CANMORE_(Datenbank)	11894790		2099	20210823045443
60358	Sophie_Viger	11895186		5079	20210822204204
60359	Borghesia	11895211		1383	20210823184837
60360	Meet_the_Germans	11895753		1207	20230211084909
60361	Rechner-Verbund-System	11895768		2911	20220221185514
60362	Remarkable_Tablet	11895958		6540	20230518174730
60363	Konferenz_der_kantonalen_Geoinformationsstellen	11896068		6577	20230116062333
60364	A_Living_Dog	11896209		5665	20221213215501
60365	BILD.Macht.Deutschland?	11896401		2325	20220825155358
60366	Dr._Doogie_Kamealoha	11896425		8713	20230826111152
60367	Black_Myth:_Wukong	11896586		7666	20230826095654
60368	NuttX	11897140		7572	20220923044931
60369	Wolfire_Games	11897606		4923	20220822234012
60370	Tesla_Bot	11897830		5363	20230517101839
60371	Dagmar_Krefting	11897846		14911	20230412152409
60372	Ruggero_Tita	11897889		4688	20230822164425
60373	Gemeinsamer_Verbündeindex	11898177		1688	20210826061639
60374	Jaan_Tallinn	11898463		4537	20230905101705
60375	Geoff_Keighley	11898549		5326	20220525214037
60376	Saints_Row_(2022)	11898960		12368	20230127164817
60377	Squid_Game	11899191		33603	20230805163201
60378	Sendeanlage_in_der_Ukraine	11899406	Category	96	20210826134527
60379	Muriel_Tramis	11899557		12064	20220624214135
60380	Achim_Schmidtmann	11899626		5017	20230604071959
60381	Hans_Brandt-Pook	11899737		2282	20230412152527
60382	Thomas_Fuchs_(Manager)	11899905		4196	20230301153839
60383	Kinetic_Games	11900007		2846	20230710135606
60384	How_to_Become_a_Tyrant	11900367		5948	20230721183821
60385	Cryptolog	11900476		5514	20211030082355
60386	Elektronisches_Reisegenehmigungsverfahren	11900913	Category	161	20210827174849
60387	Person_(Klassische_Kryptologie)	11901488	Category	233	20211108184306
60388	Global_Industry_Game_Awards	11902065		21614	20230415175108
60389	I_Love_Dick_(Fernsehserie)	11902269		11691	20230517195832
60390	Hometown_Cha-Cha-Cha	11902390		11719	20230721171820
60391	Life_Is_Strange:_True_Colors	11902869		13756	20230704202852
60392	Life_Is_Strange	11902878	Category	37	20210829134633
60393	Smartphones_der_Xiaomi-Reihe	11903413		23296	20230613151408
60394	Wireframe_(Zeitschrift)	11903531		7258	20230114234653
60395	Sangah_Noona	11903691		2110	20230627220604
60396	The_Hitmen	11903734		2032	20230602112810
60397	Ubox	11903973		1145	20211111145641
60398	Type:Rider	11904146		35277	20230314181334
60399	Samsung_Experience	11904266		2613	20220331161332
60400	Elektronische_Reisegenehmigung	11904368		2184	20210904011846
60401	Krome_Studios	11904537		8119	20211203151453
60402	Sonic_Forces	11904575		36760	20230726094742
60403	Lysn	11904833		2349	20210901064650
60404	Friedhelm_Hans_Hartmann	11904926		7533	20230805202912
60405	Aliens:_Fireteam_Elite	11905064		5082	20221022025235
60406	Tsuki_to_Laika_to_Nosferatu	11905149		18008	20230517091800
60407	AN/PRC-117	11905566		13476	20230729181107
60408	Josiah_Ellis_DuBois_Jr.	11905582		11265	20221217065403
60409	Nicht_schon_wieder_allein_zu_Haus	11906408		11442	20230905200339
60410	Ken_Perlin	11906832		6992	20210926202113
60411	Link_Mobility_Group	11907134		11486	20230823160558
60412	Gibt_es_ein_Leben_nach_der_Party?	11907318		5418	20230605224905
60413	Shiba_Inu_(Kryptowährung)	11907440		7179	20230417222402
60414	Postal_III	11907449		229	20230808163652
60415	Arnd_Poetzsch-Heffter	11907814		5659	20230301155226
60416	Jungle_Strike	11908186		4430	20230222195425
60417	Simp	11908493		7000	20230724182445
60418	DX_News	11908575		4461	20210904092857
60419	Bergblick	11908915		5224	20221010030849
60420	The_Lovecraft_Sextet	11909150		3933	20230528073721
60421	2weistein_–_The_Curse_of_the_Red_Dragon_2	11909993		190	20210904201532
60422	Zombieland:_Double_Tap_–_Road_Trip	11910017		277	20211228152243
60423	Ottobahn	11910077		23744	20230819151308
60424	Katla_(Fernsehserie)	11910377		14306	20230814200534
60425	Rumble_(Website)	11910402		6319	20230824085806
60426	DraftKings	11910456		6780	20230416131931
